gene,arm,median_loss,median_neutral,condition,norm_exp
IL17F,6p,2.5519870913953966,2.5953678643968976,non_sig,-0.043380773001501005
CLIC6,21q,1.3149516453366394,1.9121286205812231,non_sig,-0.5971769752445837
CLIC4,1p,4.2431215407825675,4.735095973905434,non_sig,-0.4919744331228664
CLIC1,6p,7.567882528134551,8.04071801982078,non_sig,-0.4728354916862285
CLIC5,6p,1.6492269722180086,1.7033136846980983,non_sig,-0.05408671248008967
CLIC3,9q,3.4785497400367937,3.017214400913982,non_sig,0.46133533912281166
CKAP2,13q,2.1689424892228963,2.4179904291716774,non_sig,-0.24904793994878105
TCEA3,1p,1.5953952115908985,1.8859559754845152,non_sig,-0.29056076389361674
TCEA1,8q,4.369316455876138,4.7912846906951945,non_sig,-0.4219682348190563
GATA4,8p,0.3023558946049315,1.214408792990778,non_sig,-0.9120528983858466
GATA3,10p,2.6038356810719607,2.275014248401741,non_sig,0.3288214326702197
GATA6,18q,2.345290654150702,2.757510882243696,non_sig,-0.41222022809299386
GATA2,3q,2.2283288853183607,0.3764602112246419,non_sig,1.8518686740937187
ZIC2,13q,2.5155763069880646,2.5966384945058376,non_sig,-0.08106218751777305
ZIC5,13q,1.6706848279172182,1.439735822236839,non_sig,0.23094900568037913
RBM7,11q,2.9543125057901363,3.1955578596351755,non_sig,-0.2412453538450392
EDN3,20q,4.3796983323569885,4.206609343550521,non_sig,0.17308898880646773
PHIP,6q,3.150527726975265,3.3437930233680575,non_sig,-0.19326529639279233
NUBPL,14q,2.029277725877621,2.031066239285418,non_sig,-0.0017885134077970655
NUBP1,16p,1.7669143046928468,2.072091016245609,non_sig,-0.3051767115527624
NUBP2,16p,2.7235903651563063,3.073721511930642,non_sig,-0.35013114677433554
SNX6,14q,3.7711579308930903,4.026360841669631,non_sig,-0.255202910776541
SNX5,20p,2.8785167531979696,3.589406882674643,non_sig,-0.7108901294766734
SNX4,3q,2.223620554069072,2.320392945351139,non_sig,-0.09677239128206727
HMGN1,21q,5.280538973056599,5.583510356446885,non_sig,-0.30297138339028606
HMGN2,1p,3.36892109979592,3.609085410547472,non_sig,-0.2401643107515521
HMGN4,6p,2.677809364412921,2.790660592172381,non_sig,-0.11285122775945977
HMGN3,6q,0.9036941485205756,0.9753960188872046,non_sig,-0.071701870366629
SDC4,20q,3.091577227333848,3.2420739805632754,non_sig,-0.15049675322942724
SDC1,2p,4.105533441392453,4.025056135981566,non_sig,0.08047730541088693
SDC2,8q,2.0911933806344924,2.575928738312258,non_sig,-0.48473535767776577
SIX1,14q,2.5979938648745,2.772166714825614,non_sig,-0.17417284995111437
SIX6,14q,0.0534141399153422,0.7079863116274883,non_sig,-0.6545721717121461
SIX4,14q,2.859111225626841,3.11664474528239,non_sig,-0.2575335196555488
PIM1,6p,3.867034383830142,3.4046577757652994,non_sig,0.4623766080648428
LRBA,4q,2.3736486882726364,2.561953066688617,non_sig,-0.1883043784159808
PCP4,21q,2.9829363355657965,4.6418997936980615,non_sig,-1.658963458132265
SYTL1,1p,2.7776584655059984,2.7292734287495524,non_sig,0.04838503675644601
SYT5,19q,2.036094297613153,2.7415022936391313,non_sig,-0.7054079960259783
PPM1A,14q,2.9380565484226433,3.238500151386127,non_sig,-0.3004436029634836
PPM1L,3q,2.2831296593376345,2.2828233049593925,non_sig,0.00030635437824200196
ILKAP,2q,4.132548571606737,4.550401160635524,non_sig,-0.4178525890287874
PPM1D,17q,2.1302106891105805,2.473213071457927,non_sig,-0.3430023823473465
PPM1B,2p,2.9540730561312243,3.1428084835900307,non_sig,-0.18873542745880645
PPM1G,2p,4.369839817748889,5.001952829280787,non_sig,-0.6321130115318985
PPM1F,22q,2.869631847210909,3.070948303126284,non_sig,-0.20131645591537506
PPM1H,12q,1.5140800634644256,1.370912286042801,non_sig,0.14316777742162468
NAPSA,19q,2.461454585881707,1.7131193648813778,non_sig,0.7483352210003291
GDF3,12p,1.7647026578165932,1.9650830793924792,non_sig,-0.20038042157588598
DHRS7,14q,4.246257605035507,4.370910619112105,non_sig,-0.12465301407659801
RBM12,20q,4.439302976933311,4.622772839697586,non_sig,-0.1834698627642748
RLBP1,15q,2.0414306751829105,2.719112211401756,non_sig,-0.6776815362188455
MICU2,13q,2.191510642944244,2.251483404891645,non_sig,-0.059972761947400866
MICU1,10q,1.4646885586247835,1.6675827867574367,non_sig,-0.20289422813265312
ALG5,13q,2.9008087934289133,3.033524578956585,non_sig,-0.1327157855276715
DPM1,20q,2.7934826584047783,2.8483149909981584,non_sig,-0.05483233259338016
OXR1,8q,2.087821574741577,2.154467546684536,non_sig,-0.06664597194295929
NCOA7,6q,2.908986917685342,2.950622337470181,non_sig,-0.0416354197848392
JPH1,8q,1.6047848154983877,1.7621691898457856,non_sig,-0.15738437434739794
FSHB,11p,-2.210496303866365,0.2934139727701766,non_sig,-2.5039102766365415
SRSF6,20q,7.1237733132487016,7.169955214058515,non_sig,-0.046181900809813214
SRSF4,1p,4.077860509666066,4.298573022327294,non_sig,-0.22071251266122793
